Threshold,Precision,Recall
0.00019162140539276035,0.035509138381201046,1.0
0.0002041470176634125,0.035527690700104496,1.0
0.00021203226703283838,0.03554626241505489,1.0
0.00022230502362175536,0.03556485355648536,1.0
0.000222448408927973,0.035583464154892726,1.0
0.00022986450198019358,0.0356020942408377,1.0
0.00023061757650938092,0.035620743844945,1.0
0.0002316732080167211,0.03563941299790356,1.0
0.00023600990054936606,0.0356581017304667,1.0
0.00023638704763111903,0.035676810073452254,1.0
0.00023673195143814865,0.03569553805774278,1.0
0.00024007286024246879,0.03571428571428571,1.0
0.0002466791925163728,0.03573305307409354,1.0
0.00025163304036465755,0.035751840168243953,1.0
0.0002556134150436223,0.03577064702788006,1.0
0.00026843690763160756,0.035789473684210524,1.0
0.00026980683132873744,0.03580832016850974,1.0
0.0002706168504965099,0.03582718651211802,1.0
0.00027072685760624546,0.03584607274644175,1.0
0.0002831890030836142,0.035864978902953586,1.0
0.0002852405894209819,0.035883905013192614,1.0
0.0002879186658768635,0.03590285110876452,1.0
0.0002924786532308842,0.03592181722134179,1.0
0.0002948543658742705,0.035940803382663845,1.0
0.00030306170119996385,0.035959809624537285,1.0
0.0003092394944684949,0.03597883597883598,1.0
0.00031454579664105,0.035997882477501325,1.0
0.00031717208048858905,0.036016949152542374,1.0
0.0003217585053571003,0.036036036036036036,1.0
0.00033038182666052414,0.036055143160127257,1.0
0.0003431543570631958,0.03607427055702918,1.0
0.000349876467320249,0.036093418259023353,1.0
0.0003523708247898745,0.036112586298459905,1.0
0.0003578536115345027,0.036131774707757705,1.0
0.00036218715898625285,0.03615098351940457,1.0
0.00037530483994866316,0.036170212765957444,1.0
0.0003764378655173121,0.036189462480042574,1.0
0.00037973860839390607,0.0362087326943557,1.0
0.0003825335445928888,0.036228023441662226,1.0
0.00038377936670561374,0.03624733475479744,1.0
0.0004011310120570552,0.03626666666666667,1.0
0.00040930600899561986,0.03628601921024546,1.0
0.0004124490541602116,0.036305392418579815,1.0
0.00041288397761171826,0.03632478632478633,1.0
0.00041743842848938683,0.036344200962052375,1.0
0.0004220379311603191,0.03636363636363636,1.0
0.000422339219487935,0.03638309256286784,1.0
0.0004464947219814514,0.03640256959314775,1.0
0.0004489029947469383,0.03642206748794858,1.0
0.00045555320157451026,0.03644158628081458,1.0
0.00047032607818070553,0.03646112600536193,1.0
0.00047951222347205464,0.03648068669527897,1.0
0.0005106538750734711,0.03650026838432636,1.0
0.000514169383477319,0.036519871106337275,1.0
0.0005564963042739473,0.03653949489521763,1.0
0.0005595085334802086,0.03655913978494624,1.0
0.0005600424915305428,0.03657880580957504,1.0
0.0005642160900278154,0.03659849300322928,1.0
0.0005803566060227632,0.0366182014001077,1.0
0.0005820870744757913,0.036637931034482756,1.0
0.0005847735764028284,0.036657681940700806,1.0
0.0005972980408221855,0.036677454153182305,1.0
0.0006251353596623955,0.03669724770642202,1.0
0.0006262774246144104,0.0367170626349892,1.0
0.0006318915489009401,0.036736898973527825,1.0
0.0006425810525362702,0.036756756756756756,1.0
0.0007267537791222122,0.03677663601946998,1.0
0.0007279323158976054,0.0367965367965368,1.0
0.0007433754654557656,0.036816459122902004,1.0
0.0007740752606610095,0.03683640303358613,1.0
0.0007786213934467402,0.03685636856368564,1.0
0.0007801041324155619,0.0368763557483731,1.0
0.0008589246615472714,0.03689636462289745,1.0
0.0008815703730222946,0.03691639522258415,1.0
0.0008963688554485466,0.036936447582835416,1.0
0.000903341966897122,0.03695652173913044,1.0
0.0009070961226783959,0.036976617727025554,1.0
0.0009130606829507801,0.036996735582154515,1.0
0.0009282065042480077,0.037016875340228635,1.0
0.000979135857210636,0.037037037037037035,1.0
0.0009837629650763222,0.037057220708446865,1.0
0.0009976916108593715,0.03707742639040349,1.0
0.0010257396291860038,0.03709765411893071,1.0
0.0010778833308371823,0.03711790393013101,1.0
0.001081004522768709,0.03713817586018569,1.0
0.0010827964625112318,0.03715846994535519,1.0
0.0011140002077611455,0.037178786221979225,1.0
0.0011215730511863326,0.037199124726477024,1.0
0.0011455826256142985,0.037219485495347565,1.0
0.0011880891272956346,0.03723986856516977,1.0
0.0012103880682916813,0.03726027397260274,1.0
0.0012155595696886012,0.03728070175438596,1.0
0.001217496844014888,0.03730115194733955,1.0
0.0012299058013160303,0.03732162458836443,1.0
0.0012415313860626952,0.037342119714442616,1.0
0.001245477884504671,0.03736263736263736,1.0
0.0012561287455080967,0.037383177570093455,1.0
0.0012720597678317006,0.0374037403740374,1.0
0.0012803323612612981,0.03742432581177765,1.0
0.0012941914950249387,0.037444933920704845,1.0
0.0013034608445544502,0.03746556473829201,1.0
